id,name,type,installed_version,core,joomla54_php83,action,status
124,Поля - Целое число,Плагин,3.7.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
40,Популярные материалы,Модуль,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
67,Популярные материалы,Модуль,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
78,Популярные теги,Модуль,3.1.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
39,Последние материалы,Модуль,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
62,Последние материалы,Модуль,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
79,Похожие теги,Модуль,3.1.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
33,Процессы,Компонент,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
215,Процессы - Избранное,Плагин,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
217,Процессы - Публикация,Плагин,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
216,Процессы - Уведомление о переходе на новый этап,Плагин,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
117,Расширение - Joomla,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
118,Расширение - Пространство имен,Плагин,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
116,Расширение - Умный поиск,Плагин,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
9,Расширения,Компонент,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
113,Редактор - CodeMirror,Плагин,5.65.15,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
115,Редактор - TinyMCE,Плагин,5.10.7,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
114,Редактор - Без редактора,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
50,Связанные материалы,Модуль,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
169,Система - HTTP Headers,Плагин,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
180,Система - SEF,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
186,Система - WebAuthn,Плагин,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
174,Система - Выход,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
262,Система - Горячие клавиши,Плагин,4.2.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
178,Система - Запомнить меня,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
165,Система - Кэш страниц,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
164,Система - Лог действий пользователя,Плагин,3.9.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
173,Система - Лог пользователя,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
182,Система - Навигационное меню,Плагин,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
292,Система - Обучающие туры,Плагин,4.3.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
166,Система - Отладка,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
181,Система - Очистка данных сессии,Плагин,3.8.6,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
163,Система - Панель доступности,Плагин,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
177,Система - Перенаправления,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
176,Система - Персональные данные,Плагин,3.9.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
179,Система - Планировщик задач,Плагин,4.1,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
171,Система - Подмена кода языка,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
168,Система - Подсветка,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
167,Система - Поля,Плагин,3.7.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
170,Система - Проверка доступности,Плагин,4.2.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
175,Система - Ротация логов,Плагин,3.9.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
183,Система - Статистика Joomla,Плагин,3.5.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
184,Система - Уведомление о состоянии задачи,Плагин,4.1,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
185,Система - Уведомление об обновлении Joomla,Плагин,3.5.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
172,Система - Фильтр языка,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
49,Случайное изображение,Модуль,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
6,Снятие блокировок,Компонент,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
28,Сообщения после установки,Компонент,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
71,Сообщения после установки,Модуль,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
75,Состояние многоязычности,Модуль,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
84,Состояние политики персональных данных,Модуль,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
57,Список категорий,Модуль,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
56,Список материалов,Модуль,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
69,Ссылка на главную,Модуль,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
25,Теги,Компонент,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
23,Умный поиск,Компонент,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
59,Умный поиск,Модуль,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
136,Умный поиск - Категории,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
137,Умный поиск - Контакты,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
139,Умный поиск - Ленты новостей,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
138,Умный поиск - Материалы,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
140,Умный поиск - Теги,Плагин,3.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
142,Установщик - Переопределения,Плагин,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
145,Установщик - Установка из JED,Плагин,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
141,Установщик - Установка из каталога,Плагин,3.6.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
144,Установщик - Установка по URL,Плагин,3.6.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
143,Установщик - Установка с загрузкой,Плагин,3.6.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
135,Файловая система - Локальный каталог,Плагин,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
18,Шаблоны,Компонент,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
34,Шаблоны писем,Компонент,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
10,Языки,Компонент,4.0.0,True,Core migration regression required,Upgrade with Joomla core in isolated staging,DEFERRED BY RISK
